1.910224438902743127e-01	1.214463840399002542e-01	7.543640897755611585e-02	5.494596841230257878e-02	4.357855361596010141e-02	3.600997506234414336e-02
1.875311720698254470e-01	1.266832917705735528e-01	7.381546134663341530e-02	5.494596841230257184e-02	4.339152119700747517e-02	3.576059850374065097e-02
1.755610972568578676e-01	1.216957605985037327e-01	7.605985037406483296e-02	5.494596841230257184e-02	4.320448877805486976e-02	3.571072319201994832e-02
1.825436408977556269e-01	1.172069825436409113e-01	7.443890274314214628e-02	5.494596841230257184e-02	4.345386533665835521e-02	3.615960099750623741e-02
1.870324189526184622e-01	1.236907730673316858e-01	7.418952618453866776e-02	5.378221113881960502e-02	4.307980049875311662e-02	3.561097256857855692e-02
1.815461346633416850e-01	1.204488778054862985e-01	7.418952618453865389e-02	5.477971737323358847e-02	4.339152119700747517e-02	3.630922693266833146e-02
1.900249376558603154e-01	1.214463840399002542e-01	7.481296758104738487e-02	5.436408977556109190e-02	4.332917705735660902e-02	3.600997506234414336e-02
1.850374064837905230e-01	1.184538653366583594e-01	7.456359102244389248e-02	5.486284289276807669e-02	4.339152119700747517e-02	3.576059850374065097e-02
1.830423940149626116e-01	1.209476309226932694e-01	7.493765586034913107e-02	5.552784704904405177e-02	4.438902743142144475e-02	3.695760598503741029e-02
1.850374064837905230e-01	1.244389027431421629e-01	7.506234413965087726e-02	5.511221945137156908e-02	4.357855361596010141e-02	3.576059850374065097e-02
